seed,run_name,train_size,val_size,test_size,best_epoch,best_val_loss,best_val_f1,test_f1,test_loss
0,mixed,86686,9632,41280,2,0.6638318100244895,0.3338746346216304,0.3335092746192128,0.6604914596838545
1,mixed,86686,9632,41280,1,0.6529782590675988,0.3323903818953324,0.3271214777963544,0.6589059892550919
