seed,run_name,train_size,val_size,test_size,best_epoch,best_val_loss,best_val_f1,test_f1,test_loss
0,mixed,29129,3237,13872,2,0.6496688412927646,0.6223776223776224,0.6217279262172792,0.6539346569549667
1,mixed,29129,3237,13872,2,0.6509399214459674,0.5934755332496863,0.5933969827272064,0.6528724654735578
